condition,metric,n,mean,std
seed;controller,final_acc_avg,10,0.533333333333,0.119153392164
seed;controller,final_acc_A,10,0.25,0.166666666667
seed;controller,final_acc_B,10,0.35,0.24152294577
seed;controller,final_acc_C,10,1,0
seed;controller,average_retention,10,0.3,0.178730088246
seed;controller,return_to_base_gap,10,0.05,0.105409255339
seed;controller,collateral,10,0.6,0.0790569415042
seed;controller,order_sensitivity,10,0.575,0.132927623489
seed;controller,final_drift_kl,10,5.08957183361,0.996003714141
seed;controller,paraphrase_consistency,10,0,0
seed;controller_routed,final_acc_avg,10,1,0
seed;controller_routed,final_acc_A,10,1,0
seed;controller_routed,final_acc_B,10,1,0
seed;controller_routed,final_acc_C,10,1,0
seed;independent,final_acc_avg,10,1,0
seed;independent,final_acc_A,10,1,0
seed;independent,final_acc_B,10,1,0
seed;independent,final_acc_C,10,1,0
seed;independent,final_drift_kl,10,5.17166814804,1.2201860565
seed;naive_stack,final_acc_avg,10,0.775,0.0686060501957
seed;naive_stack,final_acc_A,10,0.6,0.174801474695
seed;naive_stack,final_acc_B,10,0.725,0.0790569415042
seed;naive_stack,final_acc_C,10,1,0
seed;naive_stack,average_retention,10,0.6625,0.102909075294
seed;naive_stack,return_to_base_gap,10,0.225,0.0790569415042
seed;naive_stack,collateral,10,0.475,0.114867072934
seed;naive_stack,order_sensitivity,10,0.341666666667,0.12699032723
seed;naive_stack,final_drift_kl,10,15.3376130104,4.19007911949
seed;naive_stack,paraphrase_consistency,10,0,0
sweeps;base,final_acc_avg,23,0.166666666667,0
sweeps;base,final_acc_A,23,0.25,0
sweeps;base,final_acc_B,23,0.25,0
sweeps;base,final_acc_C,23,0,0
sweeps;base,final_drift_kl,23,0,0
sweeps;coeff_add,final_acc_avg,12,0.194444444444,0.0648749120135
sweeps;coeff_add,final_acc_A,12,0.291666666667,0.144337567297
sweeps;coeff_add,final_acc_B,12,0.166666666667,0.123091490979
sweeps;coeff_add,final_acc_C,12,0.125,0.130558241967
sweeps;coeff_add,average_retention,12,0.229166666667,0.0897175703207
sweeps;coeff_add,return_to_base_gap,12,0.0625,0.113066754217
sweeps;coeff_add,collateral,12,0.114583333333,0.0991201826373
sweeps;coeff_add,order_sensitivity,11,0,0
sweeps;coeff_add,final_drift_kl,12,6.44364134471,1.2147264395
sweeps;coeff_add,paraphrase_consistency,12,0,0
sweeps;controller,final_acc_avg,23,0.507246376812,0.0902893898143
sweeps;controller,final_acc_A,23,0.217391304348,0.156385810543
sweeps;controller,final_acc_B,23,0.304347826087,0.183967044651
sweeps;controller,final_acc_C,23,1,0
sweeps;controller,average_retention,23,0.260869565217,0.135434084721
sweeps;controller,return_to_base_gap,23,0.054347826087,0.105435291959
sweeps;controller,collateral,23,0.58152173913,0.0892574771837
sweeps;controller,order_sensitivity,22,0.602272727273,0.105821984712
sweeps;controller,final_drift_kl,23,2.88158192324,2.3384731121
sweeps;controller,paraphrase_consistency,23,0,0
sweeps;controller_routed,final_acc_avg,23,0.974637681159,0.0637366672961
sweeps;controller_routed,final_acc_A,23,0.923913043478,0.191210001888
sweeps;controller_routed,final_acc_B,23,1,0
sweeps;controller_routed,final_acc_C,23,1,0
sweeps;independent,final_acc_avg,12,1,0
sweeps;independent,final_acc_A,12,1,0
sweeps;independent,final_acc_B,12,1,0
sweeps;independent,final_acc_C,12,1,0
sweeps;independent,final_drift_kl,12,4.92736999194,1.24559949372
sweeps;naive_stack,final_acc_avg,11,0.780303030303,0.0674199862463
sweeps;naive_stack,final_acc_A,11,0.613636363636,0.171887912738
sweeps;naive_stack,final_acc_B,11,0.727272727273,0.0753778361444
sweeps;naive_stack,final_acc_C,11,1,0
sweeps;naive_stack,average_retention,11,0.670454545455,0.101129979369
sweeps;naive_stack,return_to_base_gap,11,0.227272727273,0.0753778361444
sweeps;naive_stack,collateral,11,0.454545454545,0.128363829513
sweeps;naive_stack,order_sensitivity,11,0.333333333333,0.123603308118
sweeps;naive_stack,final_drift_kl,11,14.6307887164,4.61483403097
sweeps;naive_stack,paraphrase_consistency,11,0,0
tasks=2;facts=4;base,final_acc_avg,10,0.25,0
tasks=2;facts=4;base,final_acc_A,10,0.25,0
tasks=2;facts=4;base,final_acc_B,10,0.25,0
tasks=2;facts=4;base,final_drift_kl,10,0,0
tasks=2;facts=4;coeff_add,final_acc_avg,10,0.225,0.0986013297183
tasks=2;facts=4;coeff_add,final_acc_A,10,0.325,0.120761472885
tasks=2;facts=4;coeff_add,final_acc_B,10,0.125,0.131761569174
tasks=2;facts=4;coeff_add,average_retention,10,0.325,0.120761472885
tasks=2;facts=4;coeff_add,return_to_base_gap,10,0.15,0.129099444874
tasks=2;facts=4;coeff_add,collateral,10,0.875,0.131761569174
tasks=2;facts=4;coeff_add,order_sensitivity,10,0,0
tasks=2;facts=4;coeff_add,final_drift_kl,10,6.03587918282,1.46154448736
tasks=2;facts=4;coeff_add,paraphrase_consistency,10,0,0
tasks=2;facts=4;controller,final_acc_avg,10,0.6625,0.118585412256
tasks=2;facts=4;controller,final_acc_A,10,0.325,0.237170824513
tasks=2;facts=4;controller,final_acc_B,10,1,0
tasks=2;facts=4;controller,average_retention,10,0.325,0.237170824513
tasks=2;facts=4;controller,return_to_base_gap,10,0.05,0.105409255339
tasks=2;facts=4;controller,collateral,10,0.9,0.129099444874
tasks=2;facts=4;controller,order_sensitivity,10,0.65,0.153659074288
tasks=2;facts=4;controller,final_drift_kl,10,4.58454794884,0.813694452932
tasks=2;facts=4;controller,paraphrase_consistency,10,0,0
tasks=2;facts=4;controller_routed,final_acc_avg,10,1,0
tasks=2;facts=4;controller_routed,final_acc_A,10,1,0
tasks=2;facts=4;controller_routed,final_acc_B,10,1,0
tasks=2;facts=4;independent,final_acc_avg,10,1,0
tasks=2;facts=4;independent,final_acc_A,10,1,0
tasks=2;facts=4;independent,final_acc_B,10,1,0
tasks=2;facts=4;independent,final_drift_kl,10,4.26881141663,0.815440967559
tasks=2;facts=4;naive_stack,final_acc_avg,10,0.975,0.0527046276695
tasks=2;facts=4;naive_stack,final_acc_A,10,0.95,0.105409255339
tasks=2;facts=4;naive_stack,final_acc_B,10,1,0
tasks=2;facts=4;naive_stack,average_retention,10,0.95,0.105409255339
tasks=2;facts=4;naive_stack,return_to_base_gap,10,0.125,0.131761569174
tasks=2;facts=4;naive_stack,collateral,10,0.55,0.158113883008
tasks=2;facts=4;naive_stack,order_sensitivity,10,0.1,0.0986013297183
tasks=2;facts=4;naive_stack,final_drift_kl,10,12.3168040752,5.42201807734
tasks=2;facts=4;naive_stack,paraphrase_consistency,10,0,0
tasks=3;facts=4;base,final_acc_avg,10,0.166666666667,0
tasks=3;facts=4;base,final_acc_A,10,0.25,0
tasks=3;facts=4;base,final_acc_B,10,0.25,0
tasks=3;facts=4;base,final_acc_C,10,0,0
tasks=3;facts=4;base,final_drift_kl,10,0,0
tasks=3;facts=4;coeff_add,final_acc_avg,10,0.2,0.0582671582317
tasks=3;facts=4;coeff_add,final_acc_A,10,0.275,0.141911553049
tasks=3;facts=4;coeff_add,final_acc_B,10,0.175,0.120761472885
tasks=3;facts=4;coeff_add,final_acc_C,10,0.15,0.129099444874
tasks=3;facts=4;coeff_add,average_retention,10,0.225,0.0790569415042
tasks=3;facts=4;coeff_add,return_to_base_gap,10,0.075,0.120761472885
tasks=3;facts=4;coeff_add,collateral,10,0.125,0.102062072616
tasks=3;facts=4;coeff_add,order_sensitivity,10,0,0
tasks=3;facts=4;coeff_add,final_drift_kl,10,6.38709673882,1.30759858067
tasks=3;facts=4;coeff_add,paraphrase_consistency,10,0,0
tasks=3;facts=4;controller,final_acc_avg,10,0.533333333333,0.119153392164
tasks=3;facts=4;controller,final_acc_A,10,0.25,0.166666666667
tasks=3;facts=4;controller,final_acc_B,10,0.35,0.24152294577
tasks=3;facts=4;controller,final_acc_C,10,1,0
tasks=3;facts=4;controller,average_retention,10,0.3,0.178730088246
tasks=3;facts=4;controller,return_to_base_gap,10,0.05,0.105409255339
tasks=3;facts=4;controller,collateral,10,0.6,0.0790569415042
tasks=3;facts=4;controller,order_sensitivity,10,0.575,0.132927623489
tasks=3;facts=4;controller,final_drift_kl,10,5.08957183361,0.996003714141
tasks=3;facts=4;controller,paraphrase_consistency,10,0,0
tasks=3;facts=4;controller_routed,final_acc_avg,10,1,0
tasks=3;facts=4;controller_routed,final_acc_A,10,1,0
tasks=3;facts=4;controller_routed,final_acc_B,10,1,0
tasks=3;facts=4;controller_routed,final_acc_C,10,1,0
tasks=3;facts=4;independent,final_acc_avg,10,1,0
tasks=3;facts=4;independent,final_acc_A,10,1,0
tasks=3;facts=4;independent,final_acc_B,10,1,0
tasks=3;facts=4;independent,final_acc_C,10,1,0
tasks=3;facts=4;independent,final_drift_kl,10,5.17166814804,1.2201860565
tasks=3;facts=4;naive_stack,final_acc_avg,10,0.775,0.0686060501957
tasks=3;facts=4;naive_stack,final_acc_A,10,0.6,0.174801474695
tasks=3;facts=4;naive_stack,final_acc_B,10,0.725,0.0790569415042
tasks=3;facts=4;naive_stack,final_acc_C,10,1,0
tasks=3;facts=4;naive_stack,average_retention,10,0.6625,0.102909075294
tasks=3;facts=4;naive_stack,return_to_base_gap,10,0.225,0.0790569415042
tasks=3;facts=4;naive_stack,collateral,10,0.475,0.114867072934
tasks=3;facts=4;naive_stack,order_sensitivity,10,0.341666666667,0.12699032723
tasks=3;facts=4;naive_stack,final_drift_kl,10,15.3376130104,4.19007911949
tasks=3;facts=4;naive_stack,paraphrase_consistency,10,0,0
tasks=3x8;labels=12;base,final_acc_avg,5,0.0833333333333,0
tasks=3x8;labels=12;base,final_acc_A,5,0.125,0
tasks=3x8;labels=12;base,final_acc_B,5,0.125,0
tasks=3x8;labels=12;base,final_acc_C,5,0,0
tasks=3x8;labels=12;base,final_drift_kl,5,0,0
tasks=3x8;labels=12;controller,final_acc_avg,5,0.408333333333,0.05432668671
tasks=3x8;labels=12;controller,final_acc_A,5,0.1,0.104582503317
tasks=3x8;labels=12;controller,final_acc_B,5,0.125,0.176776695297
tasks=3x8;labels=12;controller,final_acc_C,5,1,0
tasks=3x8;labels=12;controller,average_retention,5,0.1125,0.081490030065
tasks=3x8;labels=12;controller,newest_alone_on_earlier,5,0.125,0.0441941738242
tasks=3x8;labels=12;controller,return_to_base_gap,5,0.025,0.0559016994375
tasks=3x8;labels=12;controller,collateral,5,0.5375,0.0712609640687
tasks=3x8;labels=12;controller,order_sensitivity,5,0.625,0.0883883476483
tasks=3x8;labels=12;controller,final_drift_kl,5,5.93117284775,1.57718248864
tasks=3x8;labels=12;controller,paraphrase_consistency,5,0,0
tasks=3x8;labels=12;controller_routed,final_acc_avg,5,0.908333333333,0.162446572413
tasks=3x8;labels=12;controller_routed,final_acc_A,5,0.925,0.111803398875
tasks=3x8;labels=12;controller_routed,final_acc_B,5,1,0
tasks=3x8;labels=12;controller_routed,final_acc_C,5,0.8,0.381198767049
tasks=4;facts=4;base,final_acc_avg,10,0.125,0
tasks=4;facts=4;base,final_acc_A,10,0.25,0
tasks=4;facts=4;base,final_acc_B,10,0.25,0
tasks=4;facts=4;base,final_acc_C,10,0,0
tasks=4;facts=4;base,final_acc_D,10,0,0
tasks=4;facts=4;base,final_drift_kl,10,0,0
tasks=4;facts=4;coeff_add,final_acc_avg,10,0.15,0.0322748612184
tasks=4;facts=4;coeff_add,final_acc_A,10,0.25,0
tasks=4;facts=4;coeff_add,final_acc_B,10,0.15,0.129099444874
tasks=4;facts=4;coeff_add,final_acc_C,10,0.1,0.129099444874
tasks=4;facts=4;coeff_add,final_acc_D,10,0.1,0.129099444874
tasks=4;facts=4;coeff_add,average_retention,10,0.166666666667,0.0785674201318
tasks=4;facts=4;coeff_add,return_to_base_gap,10,0.1,0.129099444874
tasks=4;facts=4;coeff_add,collateral,10,0.0583333333333,0.0686060501957
tasks=4;facts=4;coeff_add,order_sensitivity,10,0,0
tasks=4;facts=4;coeff_add,final_drift_kl,10,6.73886737823,1.11900814148
tasks=4;facts=4;coeff_add,paraphrase_consistency,10,0,0
tasks=4;facts=4;controller,final_acc_avg,10,0.41875,0.066209369092
tasks=4;facts=4;controller,final_acc_A,10,0.275,0.141911553049
tasks=4;facts=4;controller,final_acc_B,10,0.15,0.129099444874
tasks=4;facts=4;controller,final_acc_C,10,0.25,0.204124145232
tasks=4;facts=4;controller,final_acc_D,10,1,0
tasks=4;facts=4;controller,average_retention,10,0.225,0.0882791587893
tasks=4;facts=4;controller,return_to_base_gap,10,0.025,0.0790569415042
tasks=4;facts=4;controller,collateral,10,0.4,0.116534316463
tasks=4;facts=4;controller,order_sensitivity,10,0.48125,0.0782290973147
tasks=4;facts=4;controller,final_drift_kl,10,5.1083824873,0.892779640292
tasks=4;facts=4;controller,paraphrase_consistency,10,0,0
tasks=4;facts=4;controller_routed,final_acc_avg,10,0.975,0.0603807364425
tasks=4;facts=4;controller_routed,final_acc_A,10,0.975,0.0790569415042
tasks=4;facts=4;controller_routed,final_acc_B,10,1,0
tasks=4;facts=4;controller_routed,final_acc_C,10,0.925,0.237170824513
tasks=4;facts=4;controller_routed,final_acc_D,10,1,0
tasks=4;facts=4;independent,final_acc_avg,10,1,0
tasks=4;facts=4;independent,final_acc_A,10,1,0
tasks=4;facts=4;independent,final_acc_B,10,1,0
tasks=4;facts=4;independent,final_acc_C,10,1,0
tasks=4;facts=4;independent,final_acc_D,10,1,0
tasks=4;facts=4;independent,final_drift_kl,10,5.32861247063,1.08951774529
tasks=4;facts=4;naive_stack,final_acc_avg,10,0.6375,0.0768295371441
tasks=4;facts=4;naive_stack,final_acc_A,10,0.45,0.105409255339
tasks=4;facts=4;naive_stack,final_acc_B,10,0.45,0.158113883008
tasks=4;facts=4;naive_stack,final_acc_C,10,0.65,0.174801474695
tasks=4;facts=4;naive_stack,final_acc_D,10,1,0
tasks=4;facts=4;naive_stack,average_retention,10,0.516666666667,0.102439382859
tasks=4;facts=4;naive_stack,return_to_base_gap,10,0.15,0.129099444874
tasks=4;facts=4;naive_stack,collateral,10,0.325,0.173249623661
tasks=4;facts=4;naive_stack,order_sensitivity,10,0.44375,0.0905711046637
tasks=4;facts=4;naive_stack,final_drift_kl,10,16.9704668999,3.03731055812
tasks=4;facts=4;naive_stack,paraphrase_consistency,10,0,0
tasks=5;facts=3;base,final_acc_avg,10,0.133333337307,0
tasks=5;facts=3;base,final_acc_A,10,0.333333343267,0
tasks=5;facts=3;base,final_acc_B,10,0.333333343267,0
tasks=5;facts=3;base,final_acc_C,10,0,0
tasks=5;facts=3;base,final_acc_D,10,0,0
tasks=5;facts=3;base,final_acc_E,10,0,0
tasks=5;facts=3;base,final_drift_kl,10,0,0
tasks=5;facts=3;coeff_add,final_acc_avg,10,0.160000004768,0.0344265196589
tasks=5;facts=3;coeff_add,final_acc_A,10,0.333333343267,0
tasks=5;facts=3;coeff_add,final_acc_B,10,0.133333337307,0.172132598295
tasks=5;facts=3;coeff_add,final_acc_C,10,0.133333337307,0.172132598295
tasks=5;facts=3;coeff_add,final_acc_D,10,0,0
tasks=5;facts=3;coeff_add,final_acc_E,10,0.20000000596,0.172132598295
tasks=5;facts=3;coeff_add,average_retention,10,0.15000000447,0.0860662991474
tasks=5;facts=3;coeff_add,return_to_base_gap,10,0,0
tasks=5;facts=3;coeff_add,collateral,10,0.0333333343267,0.0582671599682
tasks=5;facts=3;coeff_add,order_sensitivity,10,0,0
tasks=5;facts=3;coeff_add,final_drift_kl,10,7.09759569168,1.16941746306
tasks=5;facts=3;coeff_add,paraphrase_consistency,10,0,0
tasks=5;facts=3;controller,final_acc_avg,10,0.333333337307,0.0544331070174
tasks=5;facts=3;controller,final_acc_A,10,0.300000008941,0.291865020622
tasks=5;facts=3;controller,final_acc_B,10,0.0333333343267,0.10540925848
tasks=5;facts=3;controller,final_acc_C,10,0.133333337307,0.172132598295
tasks=5;facts=3;controller,final_acc_D,10,0.20000000596,0.233068639873
tasks=5;facts=3;controller,final_acc_E,10,1,0
tasks=5;facts=3;controller,average_retention,10,0.166666671634,0.0680413837718
tasks=5;facts=3;controller,return_to_base_gap,10,0.0666666686535,0.140545677974
tasks=5;facts=3;controller,collateral,10,0.30000000149,0.0895806443175
tasks=5;facts=3;controller,order_sensitivity,10,0.446666668057,0.133518394075
tasks=5;facts=3;controller,final_drift_kl,10,5.42125120163,1.09703088086
tasks=5;facts=3;controller,paraphrase_consistency,10,0,0
tasks=5;facts=3;controller_routed,final_acc_avg,10,0.986666667461,0.0281091330816
tasks=5;facts=3;controller_routed,final_acc_A,10,1,0
tasks=5;facts=3;controller_routed,final_acc_B,10,1,0
tasks=5;facts=3;controller_routed,final_acc_C,10,0.966666668653,0.105409249056
tasks=5;facts=3;controller_routed,final_acc_D,10,0.966666668653,0.105409249056
tasks=5;facts=3;controller_routed,final_acc_E,10,1,0
tasks=5;facts=3;independent,final_acc_avg,10,1,0
tasks=5;facts=3;independent,final_acc_A,10,1,0
tasks=5;facts=3;independent,final_acc_B,10,1,0
tasks=5;facts=3;independent,final_acc_C,10,1,0
tasks=5;facts=3;independent,final_acc_D,10,1,0
tasks=5;facts=3;independent,final_acc_E,10,1,0
tasks=5;facts=3;independent,final_drift_kl,10,5.02989735603,0.744508520889
tasks=5;facts=3;naive_stack,final_acc_avg,10,0.50000000596,0.114395889812
tasks=5;facts=3;naive_stack,final_acc_A,10,0.166666671634,0.175682097467
tasks=5;facts=3;naive_stack,final_acc_B,10,0.10000000298,0.161015301979
tasks=5;facts=3;naive_stack,final_acc_C,10,0.466666677594,0.233068632295
tasks=5;facts=3;naive_stack,final_acc_D,10,0.766666677594,0.224982845538
tasks=5;facts=3;naive_stack,final_acc_E,10,1,0
tasks=5;facts=3;naive_stack,average_retention,10,0.375000007451,0.142994862265
tasks=5;facts=3;naive_stack,return_to_base_gap,10,0.333333343267,0
tasks=5;facts=3;naive_stack,collateral,10,0.0750000007451,0.0917087448772
tasks=5;facts=3;naive_stack,order_sensitivity,10,0.653333336711,0.0877707435375
tasks=5;facts=3;naive_stack,final_drift_kl,10,15.8656687737,3.37718679872
tasks=5;facts=3;naive_stack,paraphrase_consistency,10,0,0
tasks=6;facts=3;base,final_acc_avg,10,0.166666671634,0
tasks=6;facts=3;base,final_acc_A,10,0.333333343267,0
tasks=6;facts=3;base,final_acc_B,10,0.333333343267,0
tasks=6;facts=3;base,final_acc_C,10,0,0
tasks=6;facts=3;base,final_acc_D,10,0,0
tasks=6;facts=3;base,final_acc_E,10,0,0
tasks=6;facts=3;base,final_acc_F,10,0.333333343267,0
tasks=6;facts=3;base,final_drift_kl,10,0,0
tasks=6;facts=3;coeff_add,final_acc_avg,10,0.183333338797,0.0374971432125
tasks=6;facts=3;coeff_add,final_acc_A,10,0.333333343267,0.222222228845
tasks=6;facts=3;coeff_add,final_acc_B,10,0.133333337307,0.172132598295
tasks=6;facts=3;coeff_add,final_acc_C,10,0.133333337307,0.172132598295
tasks=6;facts=3;coeff_add,final_acc_D,10,0,0
tasks=6;facts=3;coeff_add,final_acc_E,10,0.233333340287,0.161015301979
tasks=6;facts=3;coeff_add,final_acc_F,10,0.266666674614,0.140545677974
tasks=6;facts=3;coeff_add,average_retention,10,0.166666671634,0.064788356318
tasks=6;facts=3;coeff_add,return_to_base_gap,10,0,0
tasks=6;facts=3;coeff_add,collateral,10,0.0600000017881,0.0733669978275
tasks=6;facts=3;coeff_add,order_sensitivity,10,0,0
tasks=6;facts=3;coeff_add,final_drift_kl,10,7.3791724205,1.2396398712
tasks=6;facts=3;coeff_add,paraphrase_consistency,10,0,0
tasks=6;facts=3;controller,final_acc_avg,10,0.294444448253,0.0457373681602
tasks=6;facts=3;controller,final_acc_A,10,0.233333340287,0.224982859275
tasks=6;facts=3;controller,final_acc_B,10,0.10000000298,0.161015301979
tasks=6;facts=3;controller,final_acc_C,10,0.0666666686535,0.140545677974
tasks=6;facts=3;controller,final_acc_D,10,0.166666671634,0.175682097467
tasks=6;facts=3;controller,final_acc_E,10,0.20000000596,0.233068639873
tasks=6;facts=3;controller,final_acc_F,10,1,0
tasks=6;facts=3;controller,average_retention,10,0.153333337903,0.0548848417923
tasks=6;facts=3;controller,return_to_base_gap,10,0.0666666686535,0.140545677974
tasks=6;facts=3;controller,collateral,10,0.233333334327,0.0785674224733
tasks=6;facts=3;controller,order_sensitivity,10,0.377777779102,0.0819849788181
tasks=6;facts=3;controller,final_drift_kl,10,5.78564333916,1.41728525107
tasks=6;facts=3;controller,paraphrase_consistency,10,0,0
tasks=6;facts=3;controller_routed,final_acc_avg,10,0.961111112436,0.0457373658139
tasks=6;facts=3;controller_routed,final_acc_A,10,1,0
tasks=6;facts=3;controller_routed,final_acc_B,10,0.933333334327,0.210818507536
tasks=6;facts=3;controller_routed,final_acc_C,10,1,0
tasks=6;facts=3;controller_routed,final_acc_D,10,1,0
tasks=6;facts=3;controller_routed,final_acc_E,10,0.966666668653,0.105409249056
tasks=6;facts=3;controller_routed,final_acc_F,10,0.866666671634,0.233068626612
tasks=6;facts=3;independent,final_acc_avg,10,1,0
tasks=6;facts=3;independent,final_acc_A,10,1,0
tasks=6;facts=3;independent,final_acc_B,10,1,0
tasks=6;facts=3;independent,final_acc_C,10,1,0
tasks=6;facts=3;independent,final_acc_D,10,1,0
tasks=6;facts=3;independent,final_acc_E,10,1,0
tasks=6;facts=3;independent,final_acc_F,10,1,0
tasks=6;facts=3;independent,final_drift_kl,10,5.02989735603,0.744508520889
tasks=6;facts=3;naive_stack,final_acc_avg,10,0.51111111939,0.0936971172749
tasks=6;facts=3;naive_stack,final_acc_A,10,0.233333340287,0.161015301979
tasks=6;facts=3;naive_stack,final_acc_B,10,0.400000011921,0.140545677974
tasks=6;facts=3;naive_stack,final_acc_C,10,0.233333340287,0.161015301979
tasks=6;facts=3;naive_stack,final_acc_D,10,0.433333346248,0.224982859275
tasks=6;facts=3;naive_stack,final_acc_E,10,0.766666677594,0.224982845538
tasks=6;facts=3;naive_stack,final_acc_F,10,1,0
tasks=6;facts=3;naive_stack,average_retention,10,0.413333343267,0.11243654073
tasks=6;facts=3;naive_stack,return_to_base_gap,10,0.233333340287,0.161015301979
tasks=6;facts=3;naive_stack,collateral,10,0.153333336115,0.0834443707864
tasks=6;facts=3;naive_stack,order_sensitivity,10,0.516666669647,0.0946077043663
tasks=6;facts=3;naive_stack,final_drift_kl,10,14.6210843086,3.95078068094
tasks=6;facts=3;naive_stack,paraphrase_consistency,10,0,0
